"[[-95, 24, 24], [-92, 19, 128], [-89, 17, 121], [-89, 15, 60], [-87, 14, 35], [-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0]]",0
"[[-92, 19, 128], [-89, 17, 121], [-89, 15, 60], [-87, 14, 35], [-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0]]",0
"[[-89, 17, 121], [-89, 15, 60], [-87, 14, 35], [-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68]]",0
"[[-89, 15, 60], [-87, 14, 35], [-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0]]",0
"[[-87, 14, 35], [-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63]]",0
"[[-87, 14, 0], [-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0]]",0
"[[-86, 14, 31], [-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31]]",0
"[[-85, 15, 42], [-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33]]",0
"[[-85, 15, 0], [-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43]]",0
"[[-83, 16, 72], [-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0]]",0
"[[-83, 18, 59], [-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21]]",0
"[[-83, 19, 32], [-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33]]",0
"[[-83, 19, 0], [-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47]]",0
"[[-82, 20, 43], [-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0]]",0
"[[-81, 21, 31], [-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0]]",0
"[[-81, 21, 0], [-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30]]",0
"[[-81, 22, 32], [-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30], [-80, 23, 0]]",0
"[[-79, 22, 62], [-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30], [-80, 23, 0], [-82, 24, 118]]",0
"[[-80, 22, 32], [-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30], [-80, 23, 0], [-82, 24, 118], [-82, 25, 36]]",0
"[[-80, 22, 0], [-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30], [-80, 23, 0], [-82, 24, 118], [-82, 25, 36], [-82, 25, 0]]",0
"[[-80, 22, 0], [-78, 23, 68], [-78, 23, 0], [-80, 23, 63], [-80, 23, 0], [-79, 23, 31], [-80, 23, 33], [-79, 22, 43], [-79, 22, 0], [-80, 22, 21], [-79, 22, 33], [-81, 23, 47], [-81, 23, 0], [-81, 23, 0], [-80, 23, 30], [-80, 23, 0], [-82, 24, 118], [-82, 25, 36], [-82, 25, 0], [-82, 25, 0]]",0
