1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"[-123, 80, 0]","[-123, 81, 16]","[-123, 81, 0]","[-21, 38, 165]","[-21, 38, 0]","[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]"
"[-123, 81, 16]","[-123, 81, 0]","[-21, 38, 165]","[-21, 38, 0]","[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]"
"[-123, 81, 0]","[-21, 38, 165]","[-21, 38, 0]","[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]"
"[-21, 38, 165]","[-21, 38, 0]","[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]"
"[-21, 38, 0]","[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]"
"[-13, 40, 130]","[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]"
"[-13, 40, 0]","[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]"
"[-6, 36, 252]","[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]"
"[-6, 36, 0]","[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]"
"[1, 35, 157]","[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]"
"[1, 35, 0]","[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]"
"[7, 33, 210]","[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]"
"[7, 33, 0]","[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]"
"[11, 31, 148]","[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]"
"[11, 31, 0]","[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]"
"[15, 30, 129]","[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]"
"[20, 30, 161]","[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]"
"[20, 30, 0]","[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]"
"[25, 29, 108]","[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]"
"[25, 29, 0]","[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]"
"[29, 28, 130]","[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]"
"[29, 28, 0]","[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]"
"[33, 28, 130]","[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]"
"[38, 27, 109]","[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]"
"[38, 27, 0]","[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]"
"[42, 26, 130]","[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]"
"[42, 26, 0]","[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]"
"[47, 26, 160]","[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]"
"[47, 26, 0]","[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]"
"[48, 26, 32]","[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]"
"[48, 26, 0]","[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]"
"[46, 27, 77]","[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]"
"[46, 27, 0]","[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]"
"[40, 27, 185]","[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]"
"[-208, 27, 198]","[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]"
"[-208, 27, 0]","[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]"
"[-215, 28, 224]","[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]"
"[-215, 28, 0]","[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]"
"[-211, 28, 127]","[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]"
"[-211, 28, 0]","[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]"
"[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]"
"[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]"
"[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]"
"[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]"
"[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]"
"[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]"
"[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]"
"[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]"
"[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]"
"[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]"
"[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]"
"[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]"
"[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]"
"[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]"
"[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]"
"[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]"
"[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]"
"[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]"
"[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]"
"[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]"
"[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]"
"[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]"
"[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]"
"[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]"
"[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]"
"[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]"
"[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]"
